,text,sentiment_value
9871,                  The gro...  ,neu
9872,Yoo I spent three hours on an essay and got a 107,neu
9873," : Obesity rates
US 38%
Mexico 32%
NZ 31%
Australia 28%
UK 27%
Germany 24%
Turkey 22%
Israel 18%
France 15%
Sweden 12%... ",neu
9874,  that really sucks you didn't take the time to recognize nominees of other 2 categories in #countrymusic. But...  ,neg
9875,damn it all  ,neg
9876, : I feel I need to do a DM spree really soon dont ask me why but I feel it :),pos
9877," : Top Fourth Quarter Scorers this season:

1.) LeBron James, 9.1 PPG
2.) Kristaps Porzingis, 7.9 PPG
3.) Cousins/Embi... ",pos
9878, : We are getting closer everyday  under President Trump's leadership to defeating the ISIS caliphate and passing mass... ,neg
9879, : PSA: credit cards are not bad. Everyone acts like theyre horrible when its a tool you can use to help you. Whats... ,pos
9880, : my fitbit will have recorded a severe spike in my heart rate at 11:11 AM EST as i witnessed this bitch go to approx... ,neg
9881,Every second of this video you can tell that he is so in love with her. It melts my heart  ,pos
9882, : A tsunami of healings has erupted all over the world after #ProphetDrOwuorDecreesHealing over Jesus is lord radio f... ,neu
9883,THREEEEE by McDavis! Lumberjacks now within one! 56-55 with 2:43 remaining.,neu
9884," :     Not looking for a savior, just a president who isnt a fascist nincompoop, + a legislature... ",pos
9885, :       Trump should reimburse Palm Beach airport for it having to close down because he wen... ,neu
9886,I voted #PeckPalit to win best Solo Star in #SBSPopAsia's #SBSPopAsiaAwards 2017!   #SBSPopAsiaAwardsSoloStarPeckPalit,pos
9887, : Open for a surprise  ,pos
9888, : But why she eat a little bit of icing then decided she was ready to fight   ,neg
9889, : A Havana performance wouldve shook the nation omg the AMAs truly missed out on a moment,neg
9890, : do y'all ever wonder how the hell you can remember all the lyrics to the oldest songs but can't remember a damn thing from...,pos
9891," : The AMA's starts in 10 minutes! Watch here:
 
 
... ",neu
9892," : A little straight talk.  All of us, especially the MSM, needs to drop ""collusion"" from our vocabulary.  The proper... ",neg
9893, :                ... ,neu
9894,"ahhhhhhh c'mon stop being annoying and go vote for BTS instead of talking shit, YOU know nothing abt their friendsh...  ",neg
9895,"15 dead, 10 hurt in a stampede for food aid in Morocco  ",neg
9896, : what a legend     ,neu
9897, : theres a whole line of celebrities waiting in a line to introduce themselves to bts ! im screaming everyone wants... ,neg
9898, : Retweet this to be entered for the competition to win a naughty Skype show with me  ,pos
9899,man   is a real one he gave   ww2 and me $20.i fucking love you,pos
9900,"Hey like
Just as a heads up 
Please ask me beforehand if you wanna call me things
Don't just assume I want to be ca...  ",pos
9901,"i've felt the same way for over 2 years, starting to think this will never go away",neu
9902, : she's a keeper if she's loyal when it's unofficial,pos
9903, : I liked a   video   Ludovico Einaudi - Time Lapse - In A Time Lapse,pos
9904,Lmao  :  : When you riding a nigga and he nut in 3.5 seconds  ,pos
9905," : people think this is alright? this girl is literally in his face, screaming at him, degrading & publicly embarrassi... ",neg
9906," : links to watch the AMAs :
1.  
2.  
3.  
4.... ",neu
9907," : I am a very flawed human being, but I think the only thing we can do as flawed human beings is to try, in some infi... ",neu
9908,YALL G HERBO IS HAVING A BABY BOY LETS GOOOOOO  ,neu
9909,thats a Mans  ,neu
9910,"My fitbit #Fitstats_en_GB for 11/19/2017: 5,762 steps and 4.8 km traveled.  ",neu
9911,    // HAG THEN MAYBE YOU SHOULDA HAVE ADOPTED HIM INSTEAD OF PUSHING HIM AWAY FOR NO REA...  ,neg
9912," : The IDA Python code link:  

This IDA Python code helps you load ARM Cortex M firmware into I... ",pos
9913,  hi there!! Have you ever shot other things in a scenario like the ping pong gun?  ,pos
9914,"?danyele's top 4 artists this week:  (27), Belo (3), Nosso Sentimento (1), Turma do Pagode (1) #jotafm",pos
9915, : Real niggas know bout cutting a slit in the fried bologna  ,neg
9916,I'm such a brat,neu
9917," : A good leader takes a little more than his share of the blame, a little less than his share of the credit. Arnold H. Glasow(19...",pos
9918, : My heart is breaking. My beautiful 16-year-old niece Kira has inoperable brain cancer. Costs for her care are stagg... ,pos
9919,I added a video to a   playlist   Benefits for Having a Car Insurance | 10 Best Insurance Companies,pos
9920,"""We must be swift as a coursing river
With all the force of a great typhoon
With all the...  ",pos
9921,"Pr21:11When someone who is conceited gets his punishment,even an unthinking person learns a lesson. One who is wise will learn...",pos
9922,who wants to do a photo shoot with me??!!,neg
9923,"""A day without sunshine is like.... night""  ",neg
9924,"Weekeight Travel Light Folding Backpack 
Harga : Rp 70.000
Varian : A B C D E F ... Weekeight Travel Light Folding Backpack  Harga : Rp",neu
9925," : Kim Taehyung, a Shawn Mendes fanboy
#BTSxAMAs #AMAs  ",neu
9926, : So annoying when u can see how much of a cunt someone is but everyone else thinks the sun shines out of their arse,neg
9927, : Yo momma when she hear a smack of yo lips  ,neu
9928," : [MAMA #ARMYCloseTheGap] 10:30AM KST

#1 Song of The Year: +12 
#2 Best Dance Perf: -1.200M [+8K]
#2 Best Music Vide... ",pos
9929,"Tryna take a way a life , is you god motherfucker",neg
9930," : The Cracksmokers are examples 1,2 and 3 of why locals must be eradicated",neu
9931, : Imagine dating a bitch that dont know how to shut up  ,neg
9932," : Dear writers, no one wants Jackson and Maggie to be a thing. Please stop. #GreysAnatomy   ",pos
9933, : If anyone is interested this will be up for a couple of weeks on BBC Radio London .  ,pos
9934,"Awesome team! Its a really perspective project. Team doing the best, succes for sure!   #CrowdWiz #ICO",pos
9935,I added a video to a   playlist   Minecraft Switch Update & SUPER DUPER Graphics Release Date,pos
9936," : ""why don't you produce a whole album in english"" vs. ""you should continue writing korean songs""  ",neu
9937," : Jackson Wang at #AMAs : "" for the international fans, everybody thank you for supporting me and having my back all... ",pos
9938, : Maybe Lois shouldn't have done illegal stuff that would get the public all pitchfork-and-torchy. Karma has a wicked... ,pos
9939," : Playmobile: Start telling fun stories right away!!
Lego: Here's a bunch of crap that might assemble into a spaceship
K'Nex:...",pos
9940," : #NetNeutrality Call To Action:

1 - tweet       calling on them to... ",neu
9941,A Wrinkle in Time Official US Trailer   via  ,neu
9942," : In honor of the new The Incredibles 2 trailer, 
heres the most iconic scene from the first one.
A true milestone... ",pos
9943, : JIN BLEW A KISS YALL I GOT IT #BTSxAMAs  ,pos
9944, : Even mother nature excited about Incredibles 2 we all been waiting too long  ,pos
9945," : This little girl has epilepsy.

Since she's been using a high-CBD cannabis oil to treat her seizures, she hasn't ha... ",pos
9946, : Dispatch postou fotos do BTS no Instagram!  #4  ,neg
9947, : Someone should buy this woman a #Keurig for her office! Maybe even two!  ,neu
9948," : I am no genius but I knew when he screamed into a microphone at a televised rally, I LOVE WIKILEAKS!  ",pos
9949," :   After traitor McCain weighed in, I made up my mind.  Moore will make a fine senator.",pos
9950, : Hey guys! We are so excited to reveal the new AP issue featuring   of   this Thursday 11.16.17 at 4... ,pos
9951, : if im fw you & i ask you about a BITCH don't ever think im insecure or worried about that BITCH! im worried about... ,neg
9952, : I'm a work in progress I'm not even through,pos
9953, : I THOUGHT THE ONLY ONE WHO SAW IT AND I STARTED THINKING THAT I WAS BECOMING CRAZY  ,neg
9954, : What a kick by #Patriots Stephen Gostkowski!  Could have been good from 70!  #NEvsOAK #NFLMexico  ,pos
9955,BLESS  ,pos
9956," : Lets play another game named, what does it look like I do for a living?  ",pos
9957," :   Who is surprised?
What is so funny about this is that if this guy were arrested by Mexican police, he'... ",pos
9958,  Why is it a horror show?   Seriously?,neg
9959,i swear viola davis could wear a trash bag and still look amazing,pos
9960,THE PLAN--SACRIFICE #Franken THN #MN #Gov 2 APPT REACEMENT! #GOPe WLL SEEK 2 HV #MOORE REMOVED & REPLACE W/RINO! PA...  ,neu
9961," : Lightning McQueen didn't win the Piston Cup to be referred to as ""Optimus Prime"" you uncultured swine  ",neg
9962,Lmfaoooo  ,neu
9963," : Finding out my brother was diagnosed with cancer a year ago broke me to pieces literally, but I swear I knew he was... ",neg
9964, : Good news on Flake and the tax cut. Just 2 more.    are you really going to support this atrocity?  ,pos
9965," : Bruh what? I be in the middle while niggas on both side throwing projectiles, shit be like dodgeball  ",neg
9966," : Replace white men with anything else and dare a liberal to tell you that its not racist, sexist, etc.....  ",pos
9967," : RT for a follow / DM for real!
 
give it a like for a better chance! ",pos
9968,  A mans gotta eat ,neu
9969, : im a fun ass girlfriend lol. im so goofy,pos
9970, : You basically saying you might be the dad too  ,neu
9971, : I hope they keep a camera on the K-pop band the whole night because theyre hype af,pos
9972,Wow! I just entered 4 a chance 2 win Ninja Chef High Speed Blender by #HealthyWiser #Ninja #Kitchen   #giveaway,pos
9973,An amazing lady was kind enough to help us not miss out on the Christmas spirit and got us a...  ,pos
9974, : Yall.. look at this chic-fil-a rap video   ,neu
9975, : Me when I hear Beyonces name brought up with a tone I dont like.  ,neg
9976," : Kim Taehyung, a Shawn Mendes fanboy
#BTSxAMAs #AMAs  ",neu
9977," : WOW!!! Sarah should have left the second she was done speaking, because damn that's one hell of a ""PIPEBOMB"" moment... ",neg
9978, : .  is working hard to make a difference! The boys talk why charity work and partnering with   means so... ,pos
9979," : In honor of the new The Incredibles 2 trailer, 
heres the most iconic scene from the first one.
A true milestone... ",pos
9980,its not a decision i made when you say not to contact you.,neu
9981,That Boy Gherbo Having A Son ,neu
9982, : Hillary Clinton called Donald Trump a sexual assaulter. Because he is. #TrumpSexPredator  ,neu
9983,You're a child let those people go home  ,neu
9984,U somehow got past the fact she looks like edge  ,pos
9985," : Kim Taehyung, a Shawn Mendes fanboy
#BTSxAMAs #AMAs  ",neu
9986," : Mom just asked if you had a shot for every bad decision you made would you be sober, tipsy or wasted? Id be fucking dead...",neg
9987," : Shawn over here looking a lil ethnic, he looks extra Portuguese today",neu
9988," : q: howons~ what's a song from sewoon's solo album that you wish to sing together with him?

jaehwan chose ""never mi... ",pos
9989, : This tortoise is a survivor  ,pos
9990," : AHH! I can't stop watching the ""Road to the #AMAs with  "" Live Story on  ! Go watch and send me a sc... ",pos
9991," : This is one hell of a cruel tax bill.

I don't see how any person of conscience could have anything to do with this.

And...",neg
9992, : Just in case you are having a bad day  ,neg
9993,  No you werent reem trust me  youre doing great sweetie ! Ily hope u have a nice day ! ,pos
9994, : who tryna make a video smh  ,neg
9995,  Not my favorite. Not by a long shot. Worse President ever!!!!!!,neg
9996, : he literally just has a bag of snacks  ,neu
9997, : demi took her hate comments and personally dug them a grave and put them to SHAME we love an icon,neg
9998,"  She didn't even think, she just walked over to him and wrapped her arms around him.. burying her head in his shoulder a bit.",neu
9999,"This video of New Yorkers rushing to help people under fallen scaffolding is terrific. 

#NewYorkValues  ",pos
10000,"What do we do, when the tempest is in sight, and we have nothing but the words we speak, and our favourite book in...  ",neu
10001, : He looks like a little bear   ,pos
10002,2 I'm voting for   for New Artist of the Year presented by T-Mobile at the #AMAs,neu
10003,Huge shoutout again to   for having our apparel at their booth and on their ad during the   LA...  ,pos
10004, : I could watch this all day he's a beautiful soul  ,pos
10005, : RT TO SAVE A LIFE! #AMAs  Livestream  ,pos
10006," : RT FOR A FOLLOW!! 

GIRLFRIEND TEACHES ME FRENCH   

#CartersNewVideo",neu
10007, : You can do big things with a small team. #charlesmilander #boss #business #entrepreneurship #entrepreneur... ,neu
10008,YES   YES YES YES. THAT is a dress!!!!!! #AMAs #AMAs2017  ,pos
10009, : Tyrod looking at Peterman on the bench after he threw 4 first half picks  ,neu
10010," : I can honestly say, I've never seen a cat trying to pet a bird   ",pos
10011," : Credit to   for being the first to spot the Republican AGs Association event at Mar-a-Lago, despite the AG... ",pos
10012, : These were my last moments w/ Azzedine Alaia. He was just behind the door to my right as I sat on his stoop & sang... ,neu
10013, : Sen.   said bad things about Franklin Roosevelt?  ,neg
10014,So since bts havent returned to their seats for a while what if they have a stage with Desiigner and have their own...  ,neu
10015," : A friendly reminder that when Trump says ""your favorite President"" that he has the lowest approval of any president... ",pos
10016,"Today is a day for children, by children #KidsTakeOver #WorldChildrensDay  ",neu
10017,A brief history of my favorite album.  ,pos
10018,"  
WE LOVE ALLAH AND WE LOVE MUHAMMAD(PBUH)
QURAN AND SUNNAH
QURAN HUD 86
What is left by God is best for...  ",pos
10019," : Join #SonyClickToClique event and get a chance to meet Nadine!

See you all at December 10 at Glorietta 2 Activity... ",pos
10020," :     of course he couldn't leave them in a Chinese jail,  BUT they'll get their punishment from... ",neg
10021, : Thats a really mean thing to call people from California.  ,neu
10022,  Is working now I'll wait a little bit. If it don't work I'll just ask for my mom to let me watch on tv rea...  ,neu
10023," : My dad was dead when the US negotiated my release from prison in #Iran, but if he was alive hed have been deeply a... ",neg
10024," : Dont miss out on the #GymkhanaGRiD action! 

RETWEET to get a reminder to watch the LIVE stream Sunday, Nov. 19th!  ",neg
10025," : Dear writers, no one wants Jackson and Maggie to be a thing. Please stop. #GreysAnatomy   ",pos
10026,#ad Crayon Bubbles - 24 Pack Assorted Bottle Colors  ,neu
10027," : a year ago, i would've died for certain people. a year later, half of them are dead to me",neg
10028, : Just got through catching up with some old friends! I think RM likes my suit too! Thanks  ! Have a great per... ,pos
10029, : im still convinced its a dog with sunglasses  ,pos
10030, : Find yourself a Jerry. #twd  ,neu
10031,"Facts Rivals On The Court , But Off Its A Brotherhood And That's Why I Love Pro Am  ",pos
10032, : do y'all ever wonder how the hell you can remember all the lyrics to the oldest songs but can't remember a damn thing from...,pos
10033, : R.kelly smoking a dildo   ,neu
10034,  It was a hardpoint lobby. Lul,pos
10035," : When a female is used to getting hurt, she wont know how it feels when a man starts to appreciate her, so she ends up pushing...",neg
10036," :   To be honest, I'm utterly shocked that we're in a position now where we even have to discuss this seri... ",pos
10037," : u a good girl, u don't need a menace.",pos
10038," : fan: whats your weirdest talent 
jared: i can tie cherry strings into a knot in my mouth, what else am i going to... ",pos
10039,"Im gonna be honest. This performance was a mess, Selena was singing tho, but why Marshmello added the backtrack? T...  ",pos
10040, : Just got through catching up with some old friends! I think RM likes my suit too! Thanks  ! Have a great per... ,pos
10041,I added a video to a   playlist    How Life Imitates Chess-Interview With Garry Kasparov,neu
10042, : Oomf took a two hour flight from Texas to Iowa to bring me   because Iowa doesn't have one & I'm home si... ,neu
10043, : I feel I need to do a DM spree really soon dont ask me why but I feel it :),pos
10044, : I need a normal sleeping schedule,neu
10045,i'd trade my mental illness for a physical illness because at least it would be cared for,neg
10046, : not 4 u  ,neu
10047,""" True love doesn't have a happy ending, because true love never
ends. """,pos
10048,"Thinking you could probably use some training from a car salesman or something, because this pitch just flat-out st...  ",neu
10049," : New tax bill in a nutshell: 
Jet owners can write off jets. 
Teachers cant write off school supplies.",neu
10050, : College is adding stuff you do almost every day to your planner so you can check it off to make yourself feel more... ,neu
10051,And thats a wrap! rendezvousfilmfest 2017-10th Anniversary. #howwerendezvous @ Amelia Island  ,neu
10052, : Having a great #TeamMA date     #SurvivorSeries  ,pos
10053,CHRISTINA IS NEXT HONORING MY QUEEN WHITNEY HOUSTON. I HAVE NO CHILL  the bodyguard is such a good movie,pos
10054," : The Incredibles 2 trailer is now here. The film in theatres June 15, 2018.  ",neu
10055,  dont care about that a gente ta de FERIAS,neg
10056,hey my old roommate  ,neu
10057," : Thirty six sleeps until Santa comes.
36 SLEEPS PEEPS. This is not a drill.  ",neu
10058," : In case you don't live in L.A, here you go #BTSARMY - part of my interview with   on the red carpet of The... ",neu
10059," : Internet addiction a major problem among the young, expert says   nonvitaltooth  ... ",neg
10060," : LaVar Ball is an example of what we should NEVER become. 
A shell of a person, so poisoned by ignorance & politics... ",neg
10061," : Alabama media company to Roy Moore: Go ahead, sue us  wed love to air your dirty laundry in court  ",pos
10062," : UPDATE:   is in touch with   and  , the reporter who broke Susan's story. 

She has... ",neg
10063,"    LOL
Now I want to use that as a review quote on my album press (if I ever redid that).",pos
10064,lower your voice  ,neg
10065,About to attempt to get a family Christmas pic of me and my siblings with our dogs. Stay tuned for more.,neu
10066," : ""Get over it, lots of people have it worse than you.""

First of all, depression is real. Health studies show people... ",neg
10067," : Net Worth before running for  . 

  -  $4.5B

  -  $3M

 
 ... ",pos
10068," : First is abt her bf of time not answering her phonecalls 
Second is after her losing the love of her life...
do y'a... ",pos
10069,When I saw my babies walk into the red carpet I fell off the couch and got close to the TVLets just say I almos...  ,neu
10070,  You must be so incredibly proud of your daughter Sarah! She is doing a terrific job as WH Press Secretary!,pos
10071," : Dear  : As public servants, we help people because it is the right thing to do, not because we want... ",pos
10072, : Watch the boys of   find out   caught their #AMAs rehearsal and is a HUGE fan! #BTSxAMAs  ,pos
10073, : Jackson also asked if he is allowed to interview BTS even though he is not a reporter.  Cuuute  ,neu
10074, : F R E E D O M E   ,pos
10075,"  Brad paisley has been one of my favorite singers for years , sad this crap has spread to country musi...  ",neg
10076," : Kim Taehyung, a Shawn Mendes fanboy
#BTSxAMAs #AMAs  ",neu
10077, : A   from   TO YOU! #BTSxAMAs #AMAs  ,neu
10078,"  ok im sorry this is a serious & inspiring message but i just,,, infinitesimal fuckfgn ill never get over it",neg
10079,"  I'M A WEATHERMISSILE yeah that's what I am, My speed at 27,238km/h can do a lot of damage.",neg
10080,me in math class pretending to give a single fuxk  ,pos
10081, : just a few prom selfies  ,neu
10082, : tnt asked people who they thought who would be the most popular artist of the night and bts had a 93% LMAOOOO SLAY #BTAx...,pos
10083," : William D. Campbell, a Russian insider that is due to testify to a Senate committee on Monday, will say that Hillar... ",neu
10084, : Btw Selena is not the only one to ever lip sync a performance but of course its Selena so everyone wants to hate b... ,neg
10085, : DEMOCRATS NEVER STEP DOWN - THAT'S A REPUBLICAN THING: Sen. Al Franken Spokesman: Senator Will Not Resign Despite A... ,neg
10086," : .  on   Red Carpet photos (PART 2)
#AMAs #BTSxAMAs  ",neu
10087," : We'll be sure to let Robert Mueller know what to do with Don Junior. 
If shoplifting warrants 5 to 10 years, then c... ",pos
10088, : Chanyeol was confused and froze on stage because KoKoBop had started before he could walk to his position (the othe... ,neg
10089, : At least it's only a 3 day work week ,neu
10090," : Lightning McQueen didn't win the Piston Cup to be referred to as ""Optimus Prime"" you uncultured swine  ",neg
10091, : The Senate tax legislation brings this graduate student's usable income from $20.9k per year to $5.8k per year. Thi... ,neu
10092, : A MOOD: Beyonce turning up to her own song in the club  ,neu
10093," : jungkook is having a blast eating his snacks and watching performances from a front row view, goals lmao",pos
10094, : PHOTOS: Take a look at the stars' fashions on the red carpet for the #AMAs    ,neu
10095,  Just a little!!,neu
10096," : #Ringgit opens higher againts US dollar: At 9 am, the local unit was traded at 4.1560/1600 against the greenback fr... ",neu
10097," : on the 12th day of xmas my choppa gave to me:
a 12 car garage
11 knives a slicin
10 bodies droppin (21)
9 bitches f... ",neg
10098, : im still convinced its a dog with sunglasses  ,pos
10099, : I hope they keep a camera on the K-pop band the whole night because theyre hype af,pos
10100, : Some #Instacart Workers To Strike Over Pay That Can Be As Low As $1 Per Hour:    ... ,neg
10101," : so how many guys is jimin gonna cause a gay crisis for tonight, just with these earrings alone  ",neg
10102, :  BTS HAS ARRIVED THIS IS NOT A DRILL  #AMAs  ,neu
10103,I added a video to a   playlist   TI TV INTRO SEGMENT,neu
10104,Chainsmokers look like a pair of crackheads #AMAS,pos
10105, : BTS HAVE LEFT THEIR SEATS THIS ISNT A DRILL #AMAs #BTAxAMAs,neu
10106," : My dentist can do it all, from a simple cleaning to identifying my charred remains",neu
10107,1 tweep followed (thank you!) and 2 unfollowed (goodbye!) me in the past day. Thank you  ,pos
10108, : the sky dropped a mixtape  ,neu
10109,Seeing someone in their 50s wearing a FaZe Clan Jersey while attending IEM Oakland confirms to me that ESports rea...  ,neu
10110, : A bottle of windex was recording  ,neu
10111," : 171119 Wanna One Fansign (#KangDaniel)

It was OP's first time attending a fansign so when she was told to move on,... ",neu
10112, : Nigga jus ran like he was on a cartoon   ,pos
10113," : The #1 Survivor welcomes victory #2!

Smackdown was not ready. 
NO ONE IS READY! 

#SurvivorSeries",pos
10114, : Nigga thats a single acrylic  ,neu
10115,"On this weeks RossReport Ill be joined by the compelling Pt 2 w/ the great   and, for first time,...  ",pos
10116,WHAT IS AIR  ,neu
10117, : Man Who Beat the Life Out of 2-Day-Old Infant Gets the Life Beaten Out of Him in Prison  ,neg
10118,"We are always on the hunt for some interesting spirits.
Please check out our wanted section and drop us a line...  ",pos
10119, : Even mother nature excited about Incredibles 2 we all been waiting too long  ,pos
10120," : Homelessness:
Dont feed or shelter - because sure that doesnt help
Dont talk about it or highlight it - what wou... ",pos
10121,Just posted a photo  ,neu
10122, : Need a boyfriend to send lit nudes to,neu
10123, : When a car switches lanes to pass me but gets stuck behind a car going slower:  ,neg
10124," : ARMYS: JEONGGUK WILL YOU POST A SELCA YES OR NO?

JK: I KNOW THE APP BUT I DONT KNOW APP NAME.  ",pos
10125, :   How dare you turn this into a battle against Christianity!  Shame on you.  This has nothing to do with... ,neg
10126," : if I pulled a you on you, you wouldn't like that shit",pos
10127, : Strangled baby turtles; poisoned pilot whales; sea creatures living in a thick scum of discarded plastic. We're fucking the...,neg
10128,A sweet father/son moment with the Pokemon book. One of my best friends with his boy. ...  ,pos
10129,Is it weird that two of my very good friends have there birthdays 1 day apart from each other and their usernames a...  ,pos
10130, : A History of the Justice League  from the comics to the big screen  ,pos
10131,I'm at Cafe Kolej Kediaman Tun Fatimah  ,neu
10132,"Try to accept ur limitations & have an awareness of what is outside of ur control. Above all dont worry, but try to...  ",pos
10133,"  Stop this Madness, Im a Base Trumper but this is Ridiculous #DontKillElephants #elephantsagainsttrump Sad!",neg
10134, : Must read article. I didn't know this #TaxScam bill was developed by Minuchin and a former Goldman Sachs employee.  ,neu
10135,I ask this about 3x a day  ,neu
10136, : Glad to see a fellow K-Pop artist siding with   @ tonights #AMAs!  GOT7s Jackson is in the place!!  ,pos
10137," : #Padmavati
Approximately 4 weeks from now, I expect one number speech from Modi in which he talks in general terms... ",pos
10138,Meet and Fuck A WhoreWitch Sisters Halloween  ,neg
10139, : I will be giving away a #CODWWII  edition PS4 with  ! RETWEET & FOLLOW both of us to enter! Winner picked 11... ,pos
10140, : #FLOTUS A wonderful woman if you agree please RT.  ,pos
10141, : I feel I need to do a DM spree really soon dont ask me why but I feel it :),pos
10142," : DEN RT A TODO NIALL TIENE QUE GANAR, CHINGADO

I'm voting for   for New Artist of the Year presented by T-M...",neu
10143," : Dear #Republicans,

 Zimbabwe's ruling party is removing its autocratic leader and telling him to resign or face im... ",pos
10144, : I'm supposed to be preparing for a shoot but #AMAs  \_()_/ ,neg
10145, : Give life everything you've got.  This isn't a dress rehearsal.,neu
10146,Swag make a bitch toot it up,neg
10147,"  Um...that's a real specialized eroticism.  I know people who do find then erotic, but...um...in general...no thanks.",pos
10148,  Cause bitch I'm classy you wouldn't catch me in a ring,neg
10149,This is a huge test for Alexa Bliss in my mind. Shes delivered consistently in recent months & she is def going to...  ,pos
10150, : Imagine dating a bitch that dont know how to shut up  ,neg
10151,  Actually I do know what happened since BP agents are my neighbors and I live in the same sector. N...  ,neu
10152, :   Id say 45+,neu
10153," : He really talks too much, more than what he should say, when hes excited about a certain thing. 

Consideration n... ",pos
10154, : Me looking for Black ppl when I start a new job  ,neu
10155," : .  on   Red Carpet photos (PART 2)
#AMAs #BTSxAMAs  ",neu
10156,Domenico Scarlatti - Sonata in A major Kk 221 - Allegro :  The Complete Keyboard Sonatas (Scott Ross) | 1988 [4:41]  ,pos
10157," : There are so many different wonderful ways to be a man. So long as you remember to be kind, respectful, and patient... ",pos
10158, : Nazareth Girls Lax is hosting a super fun fundraiser at MOD Pizza on 12/5.  Please bring in this flyer and 20% of y... ,pos
10159, : Man in pub who has been mansplaining sexual harassment to me. Tells me me necklace gives me a certain Je ne sais qu... ,neg
10160, : Serebii Update: Pokemon Bank has been updated to Version 1.4 with Ultra Sun & Ultra Moon compatibility. Poke Transp... ,neu
10161," : .  on   Red Carpet photos (PART 2)
#AMAs #BTSxAMAs  ",neu
10162," : me: ew a roach 
roach: ew a fat bitch 
me:  ",neg
10163," : Lets take a short trip down memory lane and remember this cover performed by GOT7

The development is so obvious,... ",neu
10164," : Watching the #AMAs
Gonna be a historical moment for KPOP! 
#BTSxAMAs cant wait for them to kill that stage",neg
10165," : .  on   Red Carpet photos (PART 2)
#AMAs #BTSxAMAs  ",neu
10166, : Found a brand new way to get your snacks into a movie  ,neu
10167,Yea foo  ,neu
10168,"Theres a lot that #entrepreneurs can learn from Chinese #ecommerce leader #Allibaba Group, and its very versatile...  ",neu
10169, : URGENT!! JOHNNY is at HIGH RISK of being added to the euthanasia list due to testing heartworm positive. He's a... htt...,pos
10170," : date: So what do you do?
me: *pulls out stuffed fox* I'm a taxidermist
date: Oh wow
fox: and a ventriloquist",pos
10171," : .  on   Red Carpet photos (PART 2)
#AMAs #BTSxAMAs  ",neu
10172, : A cop's hallucination of a black man  ,neu
10173, : Donald Trump saying that he should have left LaVar Balls son in jail simply because he didnt get a...  ,neu
10174," : There are:
16 million children going hungry in the US
A half million homeless citizens
60,000 drug overdose deat... ",neu
10175,"A gun is always loaded, even when its not... 
 ",neg
10176, : what a time to be alive  ,pos
10177," : I love this ""what about"" argument. Never mind a couple centuries, and the invention of planes (which is still the p... ",pos
10178,"  you are a piece of shit..,,",neu
10179,Enter for a chance get Yeezy Boost 350 'Moonrock'. #GOATBLACKFRIDAY    ,pos
10180, : IS THE SHIT THAT BAD THAT YOU CANT HAVE YOU A GOOD DAY BITCH,neg
10181," : Q: Why do leftists try to portray themselves as tolerant, diverse, just fighters for social justice & equality?

A:... ",pos
10182,"  A century after Earth was devastated by a nuclear apocalypse, 100 space station residents are sent to th...  ",neg
10183," : A CAR is a CAR, a JOB is a JOB, a SCHOOL is a SCHOOL... as long as you're handling YOURs  nothing else matters peri... ",neg
10184,  every time i think a cart isn't working it just ends up being a dead battery lol,neg
10185," :  

OH MY GOD LETS WIDEN THE GAP THIS IS A DAESANG CATEGORY

   ",pos
10186," : [MAMA #ARMYCloseTheGap] 10:30AM KST

#1 Song of The Year: +12 
#2 Best Dance Perf: -1.200M [+8K]
#2 Best Music Vide... ",pos
10187,As a trap artist i can record an album within 10days as freestyle while u give me d title    ,neg
10188,"Kill his first Amendment?

Do this, go to work tomorrow and take a knee on company time.

Preach first amendment....  ",neg
10189," : Im so happy, #NIALLxAMAs and #BTSxAMAs on the same stage.  theyre going to be on the same awards show. Theyre bo... ",pos
10190,the dharna is still not over and i'll have to miss the play and today is hence a terrible day no one talk to me,neg
10191,Herb and Ari having a baby boy and Im so excited for them ,pos
10192," : JK at BBMAs: eating biscuits

Jk at AMAs: eating again

Someone give this kid a little more food...

#AMAs ... ",pos
10193,Im all for equality. Will the #AmericanMusicAwards help with that? Its an award show. So seeing a winner explain...  ,pos
10194," : In your relationships with one another, have the same attitude of mind Christ Jesus had: -Philippians 2:5",neu
10195, : im a fun ass girlfriend lol. im so goofy,pos
10196,"Think of this, the two women were extras at WM30 and are now facing each other at tonight's #SurvivorSeries. Both came a long way",neu
10197,Are you single? Get yourself a good boy. Being single increases risk for cardiovascular disease and a new study pub...  ,pos
10198,"  I suggest you try Chrome Cleanup Tool to do a scan:  
#gHelp",neu
10199, : Aly Raisman made a post against victim shaming...and Gabby Douglas responded by victim shaming.,neg
10200,"Non-wrestling followers this is the hat I'm going to be screaming about for a month
Also, this is an important thre...  ",neg
10201," : Uranium One is the biggest scandal of the last century and is far from a distraction.
 ",neg
10202,  Put her in a range too ,neu
10203, : #MissUniverse Philippines is a surfer who graduated with a degree in business.  Get to know more about her ... ,neu
10204," : ralo has a very cool, calm and collected demeanor which makes me feel like he's really a g like he claims to be",pos
10205, : THIS IS #Data #Fraud! FACT: RECENT MONTHLY & ANNUAL #WORLD #TEMPERATURES ARE AT LEAST +0.5C FRAUD compared with 199... ,neg
10206,wow.  Sure hope so.  ,pos
